Time,Fuel,Fan,Feed,Temp,O2
09/30/2012 09:44:50,19.99253112033195,90.0,100,899.9898665771193,5.01522180964426
09/30/2012 09:45:00,19.99253112033195,90.0,100,899.9918932605851,5.0114163572332
09/30/2012 09:45:10,19.99253112033195,90.0,100,899.9935146073583,5.0085622679249004
09/30/2012 09:45:20,19.99253112033195,90.0,100,899.9948116847763,5.00642170094367
09/30/2012 09:45:30,19.99253112033195,90.0,100,899.9958493467102,5.00481627570776
09/30/2012 09:45:40,19.99253112033195,90.0,100,899.9966794762584,5.00361220678082
09/30/2012 09:45:50,19.99253112033195,90.0,100,899.9973435798963,5.00270915508561
09/30/2012 09:46:00,19.99253112033195,90.0,100,899.9978748628062,5.002031866314209
09/30/2012 09:46:10,19.99253112033195,90.0,100,899.9982998891353,5.00152389973566
09/30/2012 09:46:20,19.99253112033195,90.0,100,899.9986399101974,5.00114292480174
09/30/2012 09:46:30,19.99253112033195,90.0,100,899.9989119270474,5.00085719360131
09/30/2012 09:46:40,19.99253112033195,90.0,100,899.9991295405282,5.00064289520098
09/30/2012 09:46:50,19.99253112033195,90.0,100,899.9993036313124,5.000482171400741
09/30/2012 09:47:00,19.99253112033195,90.0,100,899.9994429039391,5.00036162855055
09/30/2012 09:47:10,19.99253112033195,90.0,100,899.9995543220411,5.00027122141291
09/30/2012 09:47:20,19.99253112033195,90.0,100,899.9996434565221,5.000203416059691
09/30/2012 09:47:30,19.99253112033195,90.0,100,899.9997147641072,5.00015256204476
09/30/2012 09:47:40,19.99253112033195,90.0,100,899.9997718101761,5.000114421533571
09/30/2012 09:47:50,19.99253112033195,90.0,100,899.9998174470302,5.00008581615018
09/30/2012 09:48:00,19.99253112033195,90.0,100,899.9998539565142,5.0000643621126395
09/30/2012 09:48:10,19.99253112033195,90.0,100,899.9998831641003,5.000048271584481
09/30/2012 09:48:20,19.99253112033195,90.0,100,899.9999065301702,5.00003620368836
09/30/2012 09:48:30,19.99253112033195,90.0,100,899.9999252230261,5.000027152766269
09/30/2012 09:48:40,19.99253112033195,90.0,100,899.99994017731,5.0000203645747
09/30/2012 09:48:50,19.99253112033195,90.0,100,899.9999521407383,5.00001527343103
09/30/2012 09:49:00,19.99253112033195,90.0,100,899.9999617114802,5.0000114550732695
09/30/2012 09:49:10,19.99253112033195,90.0,100,899.9999693680732,5.00000859130495
09/30/2012 09:49:20,19.99253112033195,90.0,100,899.9999754933481,5.00000644347871
09/30/2012 09:49:30,19.99253112033195,90.0,100,899.9999803935682,5.00000483260904
