AI-2020~FI-2005  
  FreqPeriod(min) 	 Unc_UB 	 Bode 	 Unc_LB 	 S/N_Ratio
2.288582e+02 	 5.044765e-01 	 4.552737e-01 	  4.060709e-01 	 2.643835e+00
2.059782e+02 	 4.945890e-01 	 4.454927e-01 	  3.963963e-01 	 2.592645e+00
1.853856e+02 	 4.828064e-01 	 4.337970e-01 	  3.847876e-01 	 2.529059e+00
1.668517e+02 	 4.688731e-01 	 4.199353e-01 	  3.709976e-01 	 2.451828e+00
1.501708e+02 	 4.525757e-01 	 4.036981e-01 	  3.548205e-01 	 2.359926e+00
1.351575e+02 	 4.338009e-01 	 3.849757e-01 	  3.361505e-01 	 2.252895e+00
1.216452e+02 	 4.126232e-01 	 3.638467e-01 	  3.150703e-01 	 2.131376e+00
1.094837e+02 	 3.894284e-01 	 3.407018e-01 	  2.919753e-01 	 1.997838e+00
9.853815e+01 	 3.650591e-01 	 3.163897e-01 	  2.677204e-01 	 1.857455e+00
8.868683e+01 	 3.409192e-01 	 2.923228e-01 	  2.437264e-01 	 1.718740e+00
7.982040e+01 	 3.188787e-01 	 2.703828e-01 	  2.218869e-01 	 1.593036e+00
7.184038e+01 	 3.007176e-01 	 2.523667e-01 	  2.040157e-01 	 1.491346e+00
6.465817e+01 	 2.870224e-01 	 2.388845e-01 	  1.907467e-01 	 1.417925e+00
5.819399e+01 	 2.761981e-01 	 2.283746e-01 	  1.805512e-01 	 1.364453e+00
5.237607e+01 	 2.650161e-01 	 2.176523e-01 	  1.702886e-01 	 1.313012e+00
4.713979e+01 	 2.514120e-01 	 2.047090e-01 	  1.580060e-01 	 1.252403e+00
4.242700e+01 	 2.379121e-01 	 1.921357e-01 	  1.463593e-01 	 1.199273e+00
3.818538e+01 	 2.303544e-01 	 1.858353e-01 	  1.413161e-01 	 1.192705e+00
3.436781e+01 	 2.275878e-01 	 1.847055e-01 	  1.418231e-01 	 1.230702e+00
3.093190e+01 	 2.177129e-01 	 1.768580e-01 	  1.360031e-01 	 1.236892e+00
2.783950e+01 	 1.969276e-01 	 1.584442e-01 	  1.199609e-01 	 1.176400e+00
2.505625e+01 	 1.795555e-01 	 1.436779e-01 	  1.078003e-01 	 1.144242e+00
2.255126e+01 	 1.623380e-01 	 1.291415e-01 	  9.594488e-02 	 1.111537e+00
2.029671e+01 	 1.409840e-01 	 1.103658e-01 	  7.974760e-02 	 1.029927e+00
1.826755e+01 	 1.445810e-01 	 1.162714e-01 	  8.796169e-02 	 1.173517e+00
1.644126e+01 	 1.477947e-01 	 1.213837e-01 	  9.497281e-02 	 1.313193e+00
1.479755e+01 	 1.426404e-01 	 1.176048e-01 	  9.256922e-02 	 1.342206e+00
1.331817e+01 	 1.221497e-01 	 9.786718e-02 	  7.358467e-02 	 1.151583e+00
1.198669e+01 	 1.006189e-01 	 7.637706e-02 	  5.213527e-02 	 9.002225e-01
1.078833e+01 	 9.492734e-02 	 6.997408e-02 	  4.502082e-02 	 8.012381e-01
9.709767e+00 	 9.293855e-02 	 6.671436e-02 	  4.049017e-02 	 7.268902e-01
8.739037e+00 	 8.070313e-02 	 5.340532e-02 	  2.610751e-02 	 5.589955e-01
7.865355e+00 	 7.325103e-02 	 4.609536e-02 	  1.893969e-02 	 4.850073e-01
7.079019e+00 	 6.960422e-02 	 4.355594e-02 	  1.750767e-02 	 4.777714e-01
6.371296e+00 	 6.605818e-02 	 4.069508e-02 	  1.533198e-02 	 4.584492e-01
5.734328e+00 	 5.806870e-02 	 3.239170e-02 	  6.714691e-03 	 3.604466e-01
5.161041e+00 	 5.985129e-02 	 3.370143e-02 	  7.551571e-03 	 3.682397e-01
4.645068e+00 	 5.499319e-02 	 2.828852e-02 	  1.583849e-03 	 3.026737e-01
4.180679e+00 	 5.689112e-02 	 2.820429e-02 	  0.000000e+00 	 2.809210e-01
3.762717e+00 	 5.393429e-02 	 2.560908e-02 	  0.000000e+00 	 2.583286e-01
3.386540e+00 	 4.525511e-02 	 1.865393e-02 	  0.000000e+00 	 2.003646e-01
3.047972e+00 	 4.088351e-02 	 1.281788e-02 	  0.000000e+00 	 1.304947e-01
2.743252e+00 	 3.912716e-02 	 1.315507e-02 	  0.000000e+00 	 1.447231e-01
2.468997e+00 	 4.224751e-02 	 1.581179e-02 	  0.000000e+00 	 1.708998e-01
2.222160e+00 	 4.195538e-02 	 1.518764e-02 	  0.000000e+00 	 1.621176e-01
2.000000e+00 	 4.195538e-02 	 1.518764e-02 	  0.000000e+00 	 0.000000e+00
 
AI-2020~TIC-2003  
  FreqPeriod(min) 	 Unc_UB 	 Bode 	 Unc_LB 	 S/N_Ratio
1.000000e+03 	 3.397117e-01 	 3.033346e-01 	  2.669575e-01 	 1.444199e+00
9.000254e+02 	 3.394638e-01 	 3.030867e-01 	  2.667097e-01 	 1.535260e+00
8.100456e+02 	 3.391584e-01 	 3.027814e-01 	  2.664043e-01 	 1.627188e+00
7.290616e+02 	 3.387824e-01 	 3.024054e-01 	  2.660283e-01 	 1.718280e+00
6.561739e+02 	 3.383197e-01 	 3.019426e-01 	  2.655655e-01 	 1.806769e+00
5.905732e+02 	 3.377506e-01 	 3.013735e-01 	  2.649965e-01 	 1.890929e+00
5.315308e+02 	 3.370514e-01 	 3.006743e-01 	  2.642973e-01 	 1.969170e+00
4.783912e+02 	 3.361933e-01 	 2.998162e-01 	  2.634391e-01 	 2.040123e+00
4.305642e+02 	 3.351416e-01 	 2.987645e-01 	  2.623874e-01 	 2.102690e+00
3.875187e+02 	 3.338549e-01 	 2.974778e-01 	  2.611007e-01 	 2.156055e+00
3.487767e+02 	 3.322839e-01 	 2.959069e-01 	  2.595298e-01 	 2.199654e+00
3.139079e+02 	 3.303711e-01 	 2.939940e-01 	  2.576169e-01 	 2.233133e+00
2.825250e+02 	 3.280494e-01 	 2.916724e-01 	  2.552953e-01 	 2.256272e+00
2.542797e+02 	 3.252432e-01 	 2.888661e-01 	  2.524890e-01 	 2.268927e+00
2.288582e+02 	 3.214107e-01 	 2.854911e-01 	  2.495714e-01 	 2.270972e+00
2.059782e+02 	 3.170059e-01 	 2.814575e-01 	  2.459091e-01 	 2.262270e+00
1.853856e+02 	 3.119243e-01 	 2.766746e-01 	  2.414250e-01 	 2.242675e+00
1.668517e+02 	 3.060701e-01 	 2.710582e-01 	  2.360464e-01 	 2.212073e+00
1.501708e+02 	 2.993680e-01 	 2.645428e-01 	  2.297175e-01 	 2.170467e+00
1.351575e+02 	 2.917789e-01 	 2.570973e-01 	  2.224157e-01 	 2.118116e+00
1.216452e+02 	 2.833189e-01 	 2.487451e-01 	  2.141714e-01 	 2.055701e+00
1.094837e+02 	 2.740781e-01 	 2.395831e-01 	  2.050881e-01 	 1.984501e+00
9.853815e+01 	 2.642308e-01 	 2.297918e-01 	  1.953528e-01 	 1.906494e+00
8.868683e+01 	 2.540206e-01 	 2.196222e-01 	  1.852238e-01 	 1.824270e+00
7.982040e+01 	 2.437051e-01 	 2.093407e-01 	  1.749763e-01 	 1.740591e+00
7.184038e+01 	 2.334532e-01 	 1.991283e-01 	  1.648035e-01 	 1.657584e+00
6.465817e+01 	 2.232320e-01 	 1.889689e-01 	  1.547057e-01 	 1.575850e+00
5.819399e+01 	 2.127856e-01 	 1.786301e-01 	  1.444745e-01 	 1.494324e+00
5.237607e+01 	 2.018445e-01 	 1.678749e-01 	  1.339052e-01 	 1.412037e+00
4.713979e+01 	 1.905898e-01 	 1.569272e-01 	  1.232645e-01 	 1.331991e+00
4.242700e+01 	 1.800119e-01 	 1.468294e-01 	  1.136468e-01 	 1.264313e+00
3.818538e+01 	 1.713157e-01 	 1.388426e-01 	  1.063695e-01 	 1.221660e+00
3.436781e+01 	 1.641092e-01 	 1.326242e-01 	  1.011392e-01 	 1.203568e+00
3.093190e+01 	 1.557573e-01 	 1.255650e-01 	  9.537260e-02 	 1.188292e+00
