FIC-2101~FIC-2001  
  FreqPeriod(min) 	 Unc_UB 	 Bode 	 Unc_LB 	 S/N_Ratio
2.542797e+02 	 6.886360e-01 	 6.318866e-01 	  5.751372e-01 	 3.664695e+00
2.288582e+02 	 7.169254e-01 	 6.602467e-01 	  6.035679e-01 	 3.833945e+00
2.059782e+02 	 7.478619e-01 	 6.912353e-01 	  6.346087e-01 	 4.017590e+00
1.853856e+02 	 7.808015e-01 	 7.242106e-01 	  6.676198e-01 	 4.211908e+00
1.668517e+02 	 8.146359e-01 	 7.580658e-01 	  7.014957e-01 	 4.410421e+00
1.501708e+02 	 8.476385e-01 	 7.910751e-01 	  7.345116e-01 	 4.603006e+00
1.351575e+02 	 8.772979e-01 	 8.207273e-01 	  7.641567e-01 	 4.774938e+00
1.216452e+02 	 9.001747e-01 	 8.435830e-01 	  7.869913e-01 	 4.906086e+00
1.094837e+02 	 9.118585e-01 	 8.552313e-01 	  7.986041e-01 	 4.970711e+00
9.853815e+01 	 9.071647e-01 	 8.504865e-01 	  7.938083e-01 	 4.938688e+00
8.868683e+01 	 8.807879e-01 	 8.240419e-01 	  7.672959e-01 	 4.779407e+00
7.982040e+01 	 8.286890e-01 	 7.718567e-01 	  7.150244e-01 	 4.469936e+00
7.184038e+01 	 7.504322e-01 	 6.934932e-01 	  6.365543e-01 	 4.008601e+00
6.465817e+01 	 6.522538e-01 	 5.951863e-01 	  5.381188e-01 	 3.432606e+00
5.819399e+01 	 5.492508e-01 	 4.920316e-01 	  4.348123e-01 	 2.830160e+00
5.237607e+01 	 4.619834e-01 	 4.045892e-01 	  3.471951e-01 	 2.320100e+00
4.713979e+01 	 4.027550e-01 	 3.451646e-01 	  2.875742e-01 	 1.972587e+00
4.242700e+01 	 3.667834e-01 	 3.089805e-01 	  2.511776e-01 	 1.759307e+00
3.818538e+01 	 3.486920e-01 	 2.906701e-01 	  2.326482e-01 	 1.648802e+00
3.436781e+01 	 3.397222e-01 	 2.814908e-01 	  2.232595e-01 	 1.590990e+00
3.093190e+01 	 3.105602e-01 	 2.521527e-01 	  1.937452e-01 	 1.420872e+00
2.783950e+01 	 2.704568e-01 	 2.119376e-01 	  1.534184e-01 	 1.191982e+00
2.505625e+01 	 2.617319e-01 	 2.032013e-01 	  1.446707e-01 	 1.142624e+00
2.255126e+01 	 2.433611e-01 	 1.849512e-01 	  1.265414e-01 	 1.042152e+00
2.029671e+01 	 2.212438e-01 	 1.631004e-01 	  1.049570e-01 	 9.232396e-01
1.826755e+01 	 1.881976e-01 	 1.304412e-01 	  7.268493e-02 	 7.433193e-01
1.644126e+01 	 1.338319e-01 	 7.650048e-02 	  1.916903e-02 	 4.391685e-01
1.479755e+01 	 1.203659e-01 	 6.334944e-02 	  6.333013e-03 	 3.656813e-01
1.331817e+01 	 1.202374e-01 	 6.323445e-02 	  6.231549e-03 	 3.651041e-01
1.198669e+01 	 1.068431e-01 	 4.938285e-02 	  0.000000e+00 	 2.828581e-01
1.078833e+01 	 9.178928e-02 	 3.338098e-02 	  0.000000e+00 	 1.880981e-01
9.709767e+00 	 9.140126e-02 	 3.184259e-02 	  0.000000e+00 	 1.759638e-01
8.739037e+00 	 8.082787e-02 	 2.050620e-02 	  0.000000e+00 	 1.118850e-01
7.865355e+00 	 6.361669e-02 	 3.326579e-03 	  0.000000e+00 	 1.815983e-02
7.079019e+00 	 7.205096e-02 	 1.220977e-02 	  0.000000e+00 	 6.715326e-02
6.371296e+00 	 7.083650e-02 	 1.122345e-02 	  0.000000e+00 	 6.196479e-02
5.734328e+00 	 7.400542e-02 	 1.498349e-02 	  0.000000e+00 	 8.355251e-02
5.161041e+00 	 7.180085e-02 	 1.472339e-02 	  0.000000e+00 	 8.489907e-02
4.645068e+00 	 5.764501e-02 	 1.865079e-03 	  0.000000e+00 	 1.100473e-02
4.180679e+00 	 6.741143e-02 	 9.961355e-03 	  0.000000e+00 	 5.706735e-02
3.762717e+00 	 7.209356e-02 	 1.171392e-02 	  0.000000e+00 	 6.385161e-02
3.386540e+00 	 7.933252e-02 	 1.369572e-02 	  0.000000e+00 	 6.867480e-02
3.047972e+00 	 7.796066e-02 	 1.366262e-02 	  0.000000e+00 	 6.993524e-02
2.743252e+00 	 7.608707e-02 	 1.452571e-02 	  0.000000e+00 	 7.765853e-02
2.468997e+00 	 7.455912e-02 	 1.211239e-02 	  0.000000e+00 	 6.383814e-02
2.222160e+00 	 6.699148e-02 	 6.320351e-03 	  0.000000e+00 	 3.428617e-02
2.000000e+00 	 6.699148e-02 	 6.320351e-03 	  0.000000e+00 	 0.000000e+00
 
FIC-2101~FI-2005  
  FreqPeriod(min) 	 Unc_UB 	 Bode 	 Unc_LB 	 S/N_Ratio
